playerID,Name,Position,Club,Division,Based,Nation,Height,Weight,Age,preferredFoot,bestPos,bestRole,Value,Wage
1172,Alessandro Crescenzi,D/WB (RL),Cremonese,Italian Serie B,Italy (Serie B),ITA,178,73,27,Right,D (R),WB,1500000,6250
8884,Alessandro Tuia,D (RC),Benevento,Italian Serie A,Italy (Serie A),ITA,184,78,29,Right Only,D (C),NCB,1500000,4600
6707,Alex Matsukatov,M (C),Krasnodar-2,Russian First Division,Russia (First Division),RUS,180,75,20,Left,M (C),MEZ,160000,2100
3188,Alexander Buttner,D/WB (L),New England,Major League Soccer,U.S.A. (MLS),NED,174,77,30,Left,D (L),WB,1500000,4700
5714,Alexander Kacaniklic,AM (RLC),Hammarby IF,Swedish Premier Division,Sweden (Premier Division),SWE,181,72,27,Left,AM (R),IW,1500000,3200
7961,Alfredo Donnarumma,ST (C),Brescia,Italian Serie B,Italy (Serie B),ITA,179,78,28,Right,ST (C),P,3000000,18500
3758,Ali Ahamada,GK,Kongsvinger,Norwegian First Division,Norway (First Division),COM,189,86,27,Right Only,GK,G,65000,775
1840,Aljaz Struna,D (RC),Houston,Major League Soccer,U.S.A. (MLS),SVN,188,84,28,Right,D (C),NCB,3000000,18000
4749,Anders Konradsen,"DM, M (C)",Rosenborg,Norwegian Premier Division,Norway (Premier Division),NOR,183,75,28,Right,M (C),BBM,525000,3900
7972,Andrea La Mantia,ST (C),Empoli,Italian Serie B,Italy (Serie B),ITA,190,85,28,Right,ST (C),TM,2500000,21500
1345,Andrea Seculin,GK,Sampdoria,Italian Serie A,Italy (Serie A),ITA,190,80,28,Right,GK,SK,1000000,5500
1481,Antonino Ragusa,AM (RL),Spezia,Italian Serie A,Italy (Serie A),ITA,183,78,29,Right,AM (L),IW,1600000,9250
6133,Antonio Caracciolo,"D (RC), WB (R)",Pisa,Italian Serie B,Italy (Serie B),ITA,185,73,28,Right,D (C),CD,1200000,6750
1905,Antonio Di Gaudio,M/AM (RL),Spezia,Italian Serie A,Italy (Serie A),ITA,169,63,29,Right,M (L),IW,2500000,21500
6569,Armando Sadiku,ST (C),Bolivar,Bolivian Premier Division,Bolivia (Premier Division),ALB,183,80,28,Right,ST (C),PF,300000,9500
5777,Arnaud Lusamba,"DM, M/AM (C)",OGC Nice,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,179,67,22,Right Only,M (C),MEZ,1100000,4200
4,Aytac Sulu,D (C),Jena,3. Liga,Germany (3. Liga),TUR,185,80,33,Right,D (C),NCB,41500,3900
2461,Aythami,D (C),Las Palmas,Spanish Second Division,Spain (Second Division),ESP,185,79,33,Right,D (C),BPD,205000,5250
7467,Babacar Sarr,"D (C), DM, M (C)",Damac,Saudi Professional League,Saudi Arabia (Pro League),SEN,189,81,28,Left,D (C),BPD,3000000,12500
520,Bakary Sako,M/AM (RL),Pafos,Cypriot First Division,Cyprus (First Division),MLI,180,76,31,Left,AM (L),W,900000,8500
4488,Barry Bannan,"DM, M (LC)",Sheff Wed,Sky Bet Championship,England (Sky Bet Championship),SCO,170,60,29,Left,M (C),DLP,7750000,24000
5557,Ben Woodburn,"M (C), AM (RLC), ST (C)",Liverpool,English Premier Division,England (Premier Division),WAL,176,73,19,Right Only,AM (L),IW,3400000,12000
5253,Benno Schmitz,"D/WB (R), DM",1. FC Koln,Bundesliga,Germany (Bundesliga),GER,182,75,24,Right,D (R),FB,2000000,10000
1716,Bernardo,AM (LC),VRE,Brazilian National Third Division,Brazil (Third Division),BRA,177,70,29,Right,AM (C),AM,45000,1600
1716,Bernardo,M (R),Internacional,Brazilian National Lower Division,Brazil (Lower Division),BRA,175,65,17,Right Only,M (R),W,10750,110
7787,Birger Verstraete,"DM, M (C)",1. FC Koln,Bundesliga,Germany (Bundesliga),BEL,178,67,25,Right,M (C),BWM,3700000,25000
5321,Birk Risa,"D/WB (L), AM (RL)",Odd,Norwegian Premier Division,Norway (Premier Division),NOR,188,83,21,Left,D (L),FB,245000,1700
8269,Birkir Bjarnason,M/AM (LC),Brescia,Italian Serie B,Italy (Serie B),ISL,182,75,31,Right,M (C),BBM,1200000,9000
2593,Bojan Jokic,D/WB (L),Ufa,Russian Premier League,Russia (Premier League),SVN,176,75,33,Left,D (L),FB,500000,18500
6206,Bram Nuytinck,D (C),Udinese,Italian Serie A,Italy (Serie A),NED,190,80,29,Left Only,D (C),BPD,4400000,15250
4883,Bruno Ecuele Manga,D (RC),Dijon FCO,Ligue 1 Conforama,France (Ligue 1 Conforama),GAB,186,76,30,Right,D (C),BPD,2600000,18750
1498,Bryan Cabezas,M/AM (L),Emelec,Ecuadorian Serie A,Ecuador (Serie A),ECU,182,74,22,Left,AM (L),W,1400000,6250
6826,Callum Paterson,"D/WB (R), M/AM (RC)",Cardiff,Sky Bet Championship,England (Sky Bet Championship),SCO,186,76,24,Right,M (C),BWM,9000000,22500
1276,Carlos Embalo,"AM (RL), ST (C)",Eupen,Belgian Pro League A,Belgium (Pro League A),GNB,175,72,24,Left Only,AM (L),W,1600000,6500
6920,Chris Ramos,ST (C),Lugo,Spanish Second Division,Spain (Second Division),ESP,193,85,22,Right,ST (C),P,750000,2900
94,Christian Schulz,D (C),Hannover 96 II,German Regional Division North,Germany (Regional Div. North),GER,185,80,36,Left,D (C),BPD,15250,2600
1790,Chuba Akpom,ST (C),PAOK,Greek Super League 1,Greece (Super League),ENG,186,81,23,Right,ST (C),PF,2800000,23000
875,Ciaran Clark,D (C),Newcastle,English Premier Division,England (Premier Division),IRL,188,77,29,Left,D (C),CD,11250000,35000
8141,Clement Vidal,D (R),Montpellier,French National 2 - C,France (National 2 - C),FRA,181,75,19,Right,D (R),NFB,115000,550
3842,Claudio Terzi,D (C),Spezia,Italian Serie A,Italy (Serie A),ITA,180,73,35,Right,D (C),CD,145000,3400
580,Costel Pantilimon,GK,Denizlispor,Turkish Super League,Turkey (Super League),ROU,201,110,32,Right Only,GK,G,1400000,14250
855,Cristian Gamboa,D/WB (R),VfL Bochum,Bundesliga 2,Germany (Bundesliga 2),CRC,173,70,29,Right Only,D (R),WB,825000,5250
7274,Cristian Ganea,"D/WB (L), M (LC)",Aris,Greek Super League 1,Greece (Super League),ROU,176,73,27,Left Only,D (L),WB,1900000,15000
5406,Cristian Pasquato,AM (LC),Campodarsego,Italian Serie D Grp. C,Italy (Serie D Grp. C),ITA,173,70,29,Right,AM (C),AM,275000,3300
6833,Cyrus Christie,D/WB (R),Nottm Forest,Sky Bet Championship,England (Sky Bet Championship),IRL,188,78,26,Right Only,D (R),WB,6000000,20000
2421,Doria,D (C),Santos Laguna,Mexican First Division,Mexico (First Division),BRA,189,84,24,Left Only,D (C),BPD,1100000,7000
3375,Damjan Djokovic,"DM, M (C)",Rizespor,Turkish Super League,Turkey (Super League),CRO,190,86,29,Left,M (C),DLP,4500000,10000
7382,Dan Burn,D (LC),Brighton,English Premier Division,England (Premier Division),ENG,201,87,27,Left,D (C),CD,11250000,18000
2355,Dani Castellano,D/WB (L),Las Palmas,Spanish Second Division,Spain (Second Division),ESP,180,76,31,Left,D (L),WB,275000,4100
1868,Daniel Ciofani,ST (C),Cremonese,Italian Serie B,Italy (Serie B),ITA,191,82,33,Right,ST (C),TM,235000,6250
5283,Daniel Heuer Fernandes,GK,Hamburger SV,Bundesliga 2,Germany (Bundesliga 2),POR,188,81,26,Right,GK,SK,1700000,10000
3853,Daniele Capelli,D (RC),Padova,Italian Serie C/B,Italy (Serie C/B),ITA,186,87,33,Right,D (R),FB,120000,1900
8556,Daniil Odoevskiy,GK,Zenit,Russian Premier League,Russia (Premier League),RUS,190,78,16,Right,GK,G,4500,100
1871,Danilo Soddimo,M/AM (RLC),Pisa,Italian Serie B,Italy (Serie B),ITA,180,70,31,Right,M (L),IW,900000,6750
1558,Davide Bassi,GK,Unknown,Unknown,Italy,ITA,190,82,34,Right Only,GK,G,0,0
1243,Davide Brivio,D/WB (L),Triestina,Italian Serie C/B,Italy (Serie C/B),ITA,184,83,31,Left Only,D (L),FB,200000,3200
1658,Dean Marney,M (C),Fleetwood,Sky Bet League One,England (Sky Bet League One),ENG,183,72,35,Right,M (C),BWM,11750,3500
8144,Denilho Cleonise,"M (RL), AM (RLC)",Genoa,Italian Serie A,Italy (Serie A),NED,179,69,17,Left,AM (L),W,300000,220
3521,Dennis Appiah,D/WB (R),FC Nantes,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,179,68,27,Right,D (R),WB,2100000,15750
5641,Diallo Guidileye,"DM, M (C)",FUS Rabat,Moroccan Premier Division,Morocco (Premier Division),MTN,185,80,29,Right,DM,BWM,45500,950
5065,Diego Rico,D/WB (L),Bournemouth,Sky Bet Championship,England (Sky Bet Championship),ESP,181,75,26,Left,D (L),FB,10500000,35000
130,Dominic Maroh,D (C),Uerdingen,3. Liga,Germany (3. Liga),SVN,186,85,32,Right,D (C),NCB,525000,7000
1627,Eddy Gnahore,"DM, M (C)",Wuhan,Chinese Super League,China (Super League),FRA,188,85,25,Right,M (C),DLP,3000000,6250
1264,Edoardo Goldaniga,D (C),Genoa,Italian Serie A,Italy (Serie A),ITA,188,80,25,Right,D (C),CD,2800000,15250
2985,Elmir Nabiullin,D/WB (L),Sochi,Russian Premier League,Russia (Premier League),RUS,174,70,24,Left,D (L),WB,1200000,14500
6199,Enrico Brignola,"WB/M (R), AM (RLC), ST (C)",Livorno,Italian Serie B,Italy (Serie B),ITA,180,72,19,Left Only,AM (R),IW,525000,9250
7213,Ewerton,"DM, M (C)",Saitama UTD,Nihon-League 1,Japan (Nihon-League 1),BRA,175,66,26,Right Only,M (C),DLP,1500000,10000
4191,Ezequiel Rescaldani,"AM (C), ST (C)",Arsenal de Sarandi,Argentine Premier Division,Argentina (Premier Division),ARG,191,83,27,Left,ST (C),PF,1600000,2900
6235,Fabio Ceravolo,ST (C),Cremonese,Italian Serie B,Italy (Serie B),ITA,180,73,32,Right,ST (C),AF,550000,6250
5993,Felix Eboa Eboa,D (C),EA Guingamp,Domino's Ligue 2,France (Domino's Ligue 2),CMR,186,80,22,Right,D (C),NCB,1100000,4600
1407,Federico Melchiorri,ST (C),Perugia,Italian Serie B,Italy (Serie B),ITA,184,76,32,Right,ST (C),PF,400000,5250
4133,Federico Piovaccari,ST (C),Cordoba,Spanish Second Division B4,Spain (Second Division B4),ITA,181,77,34,Right,ST (C),PF,46500,3400
3895,Fernandinho,"AM (RLC), ST (C)",Guangzhou,Chinese Super League,China (Super League),BRA,174,65,26,Left,AM (L),W,11000000,37500
1440,Filip Helander,D (C),Rangers,Ladbrokes Premiership,Scotland (Ladbrokes Premiership),SWE,192,84,26,Left,D (C),CD,5750000,8500
4073,Filipe Augusto,"DM, M (C)",Rio Ave,Portuguese Premier League,Portugal (Premier League),BRA,183,76,25,Left,M (C),AP,2700000,2600
1559,Filippo Costa,D/WB/M (L),Bari,Italian Serie C/C,Italy (Serie C/C),ITA,175,68,24,Left Only,D (L),FB,925000,10750
3505,Florentin Pogba,"D (LC), WB (L)",Unknown,Unknown,France,GUI,191,88,28,Left Only,D (C),NCB,0,0
634,Fraizer Campbell,ST (C),Huddersfield,Sky Bet Championship,England (Sky Bet Championship),ENG,172,76,31,Right,ST (C),P,3000000,12000
3938,Francesco Pisano,"D (RLC), WB (RL)",Olbia,Italian Serie C/A,Italy (Serie C/A),ITA,174,67,33,Right Only,D (R),FB,35000,1400
1316,Frederic Veseli,D (RLC),Le Mans FC,Domino's Ligue 2,France (Domino's Ligue 2),ALB,183,80,26,Right,D (C),CD,3600000,7750
1132,Gabriel,"M/AM (R), ST (C)",CTB,Brazilian National Second Division,Brazil (Second Division),BRA,178,64,29,Right,AM (R),IW,2600000,6000
1928,Gaetano Monachello,ST (C),Venezia,Italian Serie B,Italy (Serie B),ITA,187,79,25,Left Only,ST (C),PF,1400000,3500
1046,George Honeyman,"M (RC), AM (C)",Hull,Sky Bet Championship,England (Sky Bet Championship),ENG,173,64,24,Right,M (R),DW,650000,6000
8063,Georgi Tunjov,M/AM (C),SPAL,Italian Serie B,Italy (Serie B),EST,184,76,18,Left,M (C),DLP,245000,190
2915,Georgy Schennikov,D/WB (L),CSKA Moscow,Russian Premier League,Russia (Premier League),RUS,178,75,28,Left,D (L),WB,1600000,21500
3493,Gilles Sunu,"AM (RL), ST (C)",Chateauroux,Domino's Ligue 2,France (Domino's Ligue 2),TOG,180,75,28,Right,AM (R),W,850000,3700
3228,Giovanni Sio,"AM (RL), ST (C)",Genclerbirligi,Turkish Super League,Turkey (Super League),CIV,180,76,30,Left,ST (C),PF,5000000,21500
862,Glenn Whelan,"DM, M (C)",Fleetwood,Sky Bet League One,England (Sky Bet League One),IRL,181,79,35,Right,M (C),CM,39500,4000
7020,Gorka Guruzeta,"AM (C), ST (C)",A. Bilbao,Spanish First Division,Spain (First Division),ESP,188,78,22,Right,AM (C),SS,800000,4900
2703,Guilherme,"M (LC), AM (RLC)",Alvarenga,Brazilian National First Division,Brazil (First Division),BRA,175,70,28,Left,M (C),AP,4900000,20500
2703,Guilherme,"AM (RL), ST (C)",Al-Faisaly (KSA),Greek Super League 1,Greece (Super League),BRA,178,65,24,Right,AM (L),IW,3800000,15750
5769,Habib Diallo,ST (C),Strasbourg,Ligue 1 Conforama,France (Ligue 1 Conforama),SEN,186,79,24,Right,ST (C),TM,5500000,29000
1738,Hal Robson-Kanu,"AM (RLC), ST (C)",West Brom,English Premier Division,England (Premier Division),WAL,186,84,30,Left,AM (L),W,4099999,20000
5728,Hamza Mendyl,D/WB (L),Schalke 04,Bundesliga,Germany (Bundesliga),MAR,179,73,21,Left Only,D (L),WB,2200000,12750
7727,Henri Lansbury,M/AM (C),Bristol City,Sky Bet Championship,England (Sky Bet Championship),ENG,183,86,28,Right,M (C),AP,5000000,38000
5742,Hugo Magnetti,M/AM (C),Brest,French Reserves Group 2,France (Reserves Group 2),FRA,172,74,21,Right,M (C),CM,250000,700
1458,Ibrahima Mbaye,D/WB/M (RL),Bologna,Italian Serie A,Italy (Serie A),SEN,188,70,24,Right,D (R),WB,3900000,23000
6608,Ionut Nedelcearu,D (C),Ufa,Russian Premier League,Russia (Premier League),ROU,190,80,23,Right Only,D (C),CD,825000,6000
1112,Isaac Cofie,"DM, M (C)",Sivasspor,Turkish Super League,Turkey (Super League),GHA,184,75,27,Right,DM,BWM,1700000,15250
6024,Ismael,"DM, M/AM (C)",Akhmat,Russian Premier League,Russia (Premier League),BRA,169,68,24,Right,M (C),MEZ,1300000,15750
6024,Ismael,AM (RLC),Cabecense,Spanish Division Honor Andalucia Gr. 1,Spain (Div. Honor Andalucia G1),ESP,165,66,24,Left Only,AM (L),W,83000,1000
5372,Ivan Ivanov,D (C),Unknown,Unknown,Bulgaria,BUL,186,84,31,Left,D (C),BPD,0,0
7632,Ivan Ordets,D (C),Dinamo Moscow,Russian Premier League,Russia (Premier League),UKR,194,88,26,Right Only,D (C),CD,1200000,16500
6982,Ivan Provedel,GK,Juve Stabia,Italian Serie B,Italy (Serie B),ITA,192,74,25,Right,GK,SK,1600000,7750
7894,Ivan Saponjic,ST (C),Cadiz,Spanish First Division,Spain (First Division),SRB,189,86,21,Right,ST (C),PF,525000,8250
1271,Ivaylo Chochev,"DM, M (C)",Pescara,Italian Serie B,Italy (Serie B),BUL,190,81,26,Left,M (C),BBM,1800000,9750
767,Jack Colback,"DM, M (C)",Nottm Forest,Sky Bet Championship,England (Sky Bet Championship),ENG,176,73,29,Left,DM,BWM,2600000,33500
7971,Jacopo Petriccione,"DM, M (C)",Lecce,Italian Serie B,Italy (Serie B),ITA,176,75,24,Right,M (C),AP,2800000,15250
6518,Jagos Vukovic,D (C),QD Huanghai,Chinese National First Division,China (First Division),SRB,195,93,31,Left,D (C),NCB,3200000,23000
5099,Jaime Romero,M/AM (RL),Qarabag,Azeri Premier League,Azerbaijan (Premier League),ESP,176,77,28,Left,AM (R),IW,950000,0
7438,James Garner,"DM, M (C)",Nottm Forest,Sky Bet Championship,England (Sky Bet Championship),ENG,186,80,18,Right,M (C),DLP,6750000,10000
5576,James Husband,D/WB/M (L),Blackpool,Sky Bet League One,England (Sky Bet League One),ENG,178,64,25,Left Only,D (L),WB,425000,3500
7962,Jaromir Zmrhal,"M (LC), AM (L)",Brescia,Italian Serie B,Italy (Serie B),CZE,189,78,25,Left,M (L),W,1800000,7750
6914,Javi Moyano,D/WB (R),Castellon,Spanish Second Division B3,Spain (Second Division B3),ESP,177,69,33,Right,D (R),FB,425000,4400
3539,Jean-Armel Kana-Biyik,D (C),Gaziantep FK,Turkish Super League,Turkey (Super League),CMR,183,90,29,Right Only,D (C),CD,1900000,11500
8737,Jens Jonsson,"D (C), DM, M (C)",Cadiz,Spanish First Division,Spain (First Division),DEN,183,78,26,Right,DM,DLP,3600000,24500
7784,Joao Victor,"DM, M (C)",OFI,Bundesliga,Germany (Bundesliga),BRA,181,78,30,Right,DM,DLP,1900000,5750
7784,Joao Victor,"D (C), DM",VIT,Brazilian National Second Division,Brazil (Second Division),BRA,188,80,21,Right Only,D (C),CD,625000,3900
6041,Joel Coleman,GK,Huddersfield,Sky Bet Championship,England (Sky Bet Championship),ENG,199,82,23,Right Only,GK,SK,325000,8000
7342,Johan Larsson,D/WB/M (R),IF Elfsborg,Swedish Premier Division,Sweden (Premier Division),SWE,181,75,29,Right,D (R),WB,925000,1600
5616,Jordan Loties,"D (RC), WB (R), DM",Unknown,Unknown,France,FRA,190,82,34,Right Only,D (C),BPD,0,0
3682,Jordan Siebatcheu,"AM (R), ST (C)",Young Boys,Swiss Super League,Switzerland (Super League),FRA,190,84,23,Right,ST (C),PF,1600000,13750
7100,Jordi Calavera,D/WB (R),Girona,Spanish Second Division,Spain (Second Division),ESP,178,67,23,Right,D (R),FB,675000,7500
2181,Jordi Xumetra,M/AM (R),Olot,Spanish Second Division B3,Spain (Second Division B3),ESP,172,70,33,Right,AM (R),W,76000,2400
8107,Jorge De Frutos,AM (RL),Levante,Spanish First Division,Spain (First Division),ESP,177,74,22,Right,AM (R),W,800000,10750
8736,Jorge Pombo,"AM (LC), ST (C)",Cadiz,Spanish First Division,Spain (First Division),ESP,177,76,25,Right,AM (C),AM,3800000,21000
5597,Josh Harrop,"M (C), AM (RLC)",Preston,Sky Bet Championship,England (Sky Bet Championship),ENG,181,75,23,Right,AM (C),AM,2500000,5000
2172,Juan Carlos,"M (C), AM (RC)",Huesca,Spanish First Division,Spain (First Division),ESP,175,72,28,Right,AM (C),AP,3400000,7500
8909,Juan Ramos,D/WB/M (L),Spezia,Italian Serie A,Italy (Serie A),URU,182,72,22,Left,D (L),WB,925000,4000
4395,Junior Hoilett,"M (RL), AM (RLC)",Cardiff,Sky Bet Championship,England (Sky Bet Championship),CAN,173,70,29,Right,AM (L),IW,8500000,25000
1915,Kevin Constant,"D (L), DM, M (C)",Unknown,Unknown,France,GUI,184,80,32,Left,D (L),CWB,0,0
2863,Kanu,AM (RLC),Al-Ra'ed,Brazilian National First Division,Brazil (First Division),BRA,190,85,31,Either,AM (C),AM,1500000,4300
2863,Kanu,D (C),JUA,Saudi Professional League,Saudi Arabia (Pro League),BRA,188,80,35,Right,D (C),NCB,8750,2200
1053,Keinan Davis,ST (C),Aston Villa,English Premier Division,England (Premier Division),ENG,191,87,21,Left,ST (C),PF,750000,5000
7693,Kenny McLean,"DM, M/AM (C)",Norwich,Sky Bet Championship,England (Sky Bet Championship),SCO,183,61,27,Left,M (C),AP,7750000,22000
5457,Khetag Khosonov,"DM, M/AM (C)",Tambov,Russian Premier League,Russia (Premier League),RUS,184,81,21,Right,M (C),MEZ,210000,3100
981,Kyle Lafferty,ST (C),Sunderland,Sky Bet League One,England (Sky Bet League One),NIR,194,77,31,Right,ST (C),P,925000,10000
3607,Lamine Gassama,D/WB (R),Goztepe,Turkish Super League,Turkey (Super League),SEN,180,74,29,Right Only,D (R),WB,2200000,9750
6038,Laurent Depoitre,ST (C),AA Gent,Belgian Pro League A,Belgium (Pro League A),BEL,190,92,30,Right,ST (C),TM,4900000,22000
1940,Lazaros Christodoulopoulos,AM (RLC),Olympiakos,Greek Super League 1,Greece (Super League),GRE,182,77,32,Right,AM (R),W,525000,15500
1996,Leandro Greco,"DM, M/AM (C)",Perugia,Italian Serie B,Italy (Serie B),ITA,184,76,32,Left Only,M (C),AP,230000,1700
5991,Lebogang Phiri,"DM, M (C)",EA Guingamp,Domino's Ligue 2,France (Domino's Ligue 2),RSA,173,63,24,Right,M (C),BBM,2000000,7250
1742,Lee Grant,GK,Man Utd,English Premier Division,England (Premier Division),ENG,191,84,36,Right Only,GK,SK,1200000,30000
8320,Leonardo Koutris,D/WB/M (L),Mallorca,Spanish Second Division,Spain (Second Division),GRE,168,69,23,Left Only,D (L),WB,1700000,5750
7745,Loris Benito,D (LC),Bordeaux,Ligue 1 Conforama,France (Ligue 1 Conforama),SUI,184,80,27,Left,D (L),WB,4600000,22000
1846,Luca Siligardi,AM (RL),Parma,Italian Serie A,Italy (Serie A),ITA,180,73,31,Left,AM (R),IW,1800000,14000
6468,Luca Sparandeo,"D (RLC), WB (RL), M (L)",Virtus Francavilla,Italian Serie C/C,Italy (Serie C/C),ITA,183,76,19,Right,D (R),FB,145000,550
8111,Lucas,D/M/AM (L),Ac. Viseu,Hungarian Division I,Hungary (Division I),BRA,182,73,22,Left,D (L),WB,23000,725
7870,Luis Rioja,"M (L), AM (RL)",Alaves,Spanish First Division,Spain (First Division),ESP,173,65,25,Left Only,AM (L),W,2900000,12500
9009,Luis Rojas,AM (C),Universidad de Chile,Peruvian Second Division,Peru (Second Division),CHI,180,80,17,Right,AM (C),AP,500,25
3893,Lukas Haraslin,AM (RL),Sassuolo,Italian Serie A,Italy (Serie A),SVK,182,71,23,Right,AM (L),IW,850000,2800
636,Luke Dreher,"DM, M (C)",Crystal Palace,English Premier Division,England (Premier Division),ENG,176,72,20,Right,M (C),DLP,750000,2500
4437,Luke Garbutt,D/WB/M (L),Blackpool,Sky Bet League One,England (Sky Bet League One),ENG,180,73,26,Left Only,WB (L),WB,750000,27500
6452,Mahdi Camara,M (C),AS Saint-Etienne,French National 2 - C,France (National 2 - C),FRA,178,69,20,Right Only,M (C),CM,250000,775
3461,Majeed Waris,"M/AM (L), ST (C)",Strasbourg,Ligue 1 Conforama,France (Ligue 1 Conforama),GHA,172,71,27,Right,AM (L),IW,5000000,15750
7836,Manolo Reina,GK,Mallorca,Spanish Second Division,Spain (Second Division),ESP,185,80,34,Right,GK,SK,275000,5750
1318,Manuel Pucciarelli,"AM (C), ST (C)",Pescara,Italian Serie B,Italy (Serie B),ITA,174,63,28,Right,ST (C),DLF,1800000,7500
293,Marco Russ,D (C),Unknown,Unknown,Germany,GER,190,88,33,Right,D (C),NCB,0,0
7076,Marcus Bettinelli,GK,Middlesbrough,Sky Bet Championship,England (Sky Bet Championship),ENG,194,82,27,Right Only,GK,SK,7000000,35000
525,Martin Kelly,D (RC),Crystal Palace,English Premier Division,England (Premier Division),ENG,191,78,29,Right,D (R),FB,11250000,25000
798,Martin Olsson,D/WB (L),Unknown,Unknown,England,SWE,178,80,31,Left Only,D (L),FB,0,0
1870,Massimiliano Carlini,M/AM (C),Catanzaro,Italian Serie C/C,Italy (Serie C/C),ITA,175,67,32,Right,M (C),AP,150000,3400
1273,Mato Jajalo,"DM, M (C)",Udinese,Italian Serie A,Italy (Serie A),BIH,182,80,31,Right,DM,DLP,3700000,13750
7227,Matteo Scozzarella,"DM, M (C)",Parma,Italian Serie A,Italy (Serie A),ITA,170,65,31,Right,M (C),BBM,2900000,9250
920,Matthew Pennington,D (RC),Shrewsbury,Sky Bet League One,England (Sky Bet League One),ENG,186,77,24,Right,D (C),CD,800000,15000
7332,Max Kilman,"D (LC), WB (L)",Wolves,English Premier Division,England (Premier Division),ENG,194,89,22,Left,D (C),BPD,5250000,1000
3880,Melker Hallberg,"DM, M (C)",Hibernian,Ladbrokes Premiership,Scotland (Ladbrokes Premiership),SWE,180,68,23,Right,M (C),BBM,475000,2000
6039,Michael Hefele,D (C),Nottm Forest,Sky Bet Championship,England (Sky Bet Championship),GER,192,90,28,Right,D (C),NCB,2700000,15000
3826,Migjen Basha,"DM, M (C)",Melbourne Victory,Hyundai A-League,Australia (Hyundai A-League),ALB,180,72,32,Right,DM,BWM,400000,2400
2076,Miguel Lopes,D (R),Kayserispor,Turkish 1. League,Turkey (1. League),POR,183,83,32,Right,D (R),FB,1100000,12750
4246,Mike Frantz,"M (RLC), AM (RL)",Hannover 96,Bundesliga 2,Germany (Bundesliga 2),GER,182,80,32,Left,M (L),DW,3600000,29500
